,result,result,result,result,result,result,result,result,result,result,result,result,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,status,num_questions_right,passed,quiz_questions
1385,,,True,True,False,True,True,True,True,,,True,,,,,,,,,,,,,needs_invitation_response,7.0,True,"['sports_team', 'extracurricular_activities', 'conference_swag', 'massage_therapist', 'game_night', 'business_meeting', 'family_reunion', 'hackday']"
1386,,True,True,True,,True,True,True,,True,,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['sports_team', 'book_club', 'game_night', 'business_meeting', 'negotiations', 'family_reunion', 'conference_swag', 'hackday']"
1387,True,True,True,,True,True,True,,True,,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'massage_therapist', 'game_night', 'business_meeting', 'adoption', 'sports_team', 'family_reunion', 'extracurricular_activities']"
1388,,True,True,,True,,False,,True,True,True,True,,,,,,,,,,,,,rejected_at_logic_evaluation,7.0,True,"['spilled_milk', 'extracurricular_activities', 'business_meeting', 'game_night', 'book_club', 'negotiations', 'sports_team', 'massage_therapist']"
1389,False,,,False,,True,False,,False,False,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['spilled_milk', 'family_reunion', 'adoption', 'massage_therapist', 'game_night', 'sports_team', 'conference_swag', 'negotiations']"
1390,False,False,False,,,,False,True,False,True,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['spilled_milk', 'adoption', 'book_club', 'game_night', 'massage_therapist', 'hackday', 'business_meeting', 'negotiations']"
1391,,True,False,True,True,False,,True,,,False,False,,333.904841678,175.234145773,99.748424916,219.130171459,441.09050144,,292.24305253,,,312.756607662,229.496318782,rejected_at_initial_evaluation,4.0,False,"['sports_team', 'family_reunion', 'spilled_milk', 'conference_swag', 'business_meeting', 'book_club', 'extracurricular_activities', 'hackday']"
1392,False,False,,False,,True,True,,True,True,,True,4.825529554,272.373074607,,92.797714599,,421.712995703,280.002581162,,320.002594652,20.931716232,,269.515342061,needs_invitation_response,5.0,True,"['conference_swag', 'sports_team', 'family_reunion', 'massage_therapist', 'book_club', 'game_night', 'negotiations', 'adoption']"
1393,,False,True,False,False,,False,,False,False,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['game_night', 'book_club', 'extracurricular_activities', 'sports_team', 'business_meeting', 'massage_therapist', 'conference_swag', 'negotiations']"
1394,,True,True,True,,True,,True,True,True,True,,,,,,,,,,,,,,rejected_at_interview,8.0,True,"['massage_therapist', 'business_meeting', 'book_club', 'hackday', 'conference_swag', 'negotiations', 'family_reunion', 'spilled_milk']"
1395,True,,False,,False,True,True,False,,,False,True,337.555591293,,117.148292179,,64.835706647,291.773062094,364.887049126,242.074502293,,,162.941072014,234.054692698,rejected_at_initial_evaluation,4.0,False,"['adoption', 'extracurricular_activities', 'family_reunion', 'game_night', 'business_meeting', 'hackday', 'spilled_milk', 'sports_team']"
1396,True,,True,True,False,,True,,,True,False,True,,,,,,,,,,,,,needs_invitation_response,6.0,True,"['extracurricular_activities', 'business_meeting', 'adoption', 'negotiations', 'spilled_milk', 'sports_team', 'game_night', 'conference_swag']"
1397,True,True,True,True,,,True,True,True,True,,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['hackday', 'conference_swag', 'negotiations', 'massage_therapist', 'adoption', 'game_night', 'book_club', 'business_meeting']"
1398,,True,False,,False,False,False,True,,True,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['book_club', 'business_meeting', 'hackday', 'extracurricular_activities', 'negotiations', 'game_night', 'family_reunion', 'spilled_milk']"
1399,True,True,True,True,True,,True,,,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['conference_swag', 'sports_team', 'book_club', 'adoption', 'extracurricular_activities', 'game_night', 'spilled_milk', 'business_meeting']"
1400,False,,,False,,False,False,True,True,False,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['massage_therapist', 'sports_team', 'conference_swag', 'hackday', 'adoption', 'negotiations', 'game_night', 'family_reunion']"
1401,True,False,,True,,True,,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['negotiations', 'hackday', 'book_club', 'conference_swag', 'massage_therapist', 'spilled_milk', 'family_reunion', 'adoption']"
1402,True,True,True,True,True,True,,True,,,False,,359.926810411,620.512978145,164.491112286,188.481228678,594.259639266,1072.638546919,,272.019544005,,,206.163928026,,needs_invitation_response,7.0,True,"['spilled_milk', 'conference_swag', 'hackday', 'business_meeting', 'book_club', 'family_reunion', 'extracurricular_activities', 'adoption']"
1403,True,,True,True,False,True,True,,False,,,True,,,,,,,,,,,,,needs_invitation_response,6.0,True,"['extracurricular_activities', 'massage_therapist', 'game_night', 'family_reunion', 'adoption', 'conference_swag', 'business_meeting', 'sports_team']"
1404,True,,True,True,,False,True,False,,True,,True,516.481751132,,312.455626507,164.830694125,,640.198634889,804.286320257,419.38047443,,737.548509976,,492.545282646,rejected_at_initial_evaluation,6.0,True,"['sports_team', 'negotiations', 'business_meeting', 'hackday', 'family_reunion', 'game_night', 'adoption', 'conference_swag']"
1405,True,,,True,True,True,True,True,True,,,True,,,,,,,,,,,,,rejected_at_interview,8.0,True,"['adoption', 'game_night', 'family_reunion', 'massage_therapist', 'extracurricular_activities', 'conference_swag', 'hackday', 'sports_team']"
1406,,True,True,,True,True,,True,True,True,False,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['business_meeting', 'hackday', 'book_club', 'family_reunion', 'extracurricular_activities', 'spilled_milk', 'negotiations', 'massage_therapist']"
1407,,,True,,False,True,,True,True,True,True,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['extracurricular_activities', 'hackday', 'business_meeting', 'family_reunion', 'negotiations', 'sports_team', 'spilled_milk', 'massage_therapist']"
1408,True,True,,,,True,True,True,False,True,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['family_reunion', 'hackday', 'game_night', 'adoption', 'spilled_milk', 'book_club', 'negotiations', 'massage_therapist']"
1409,True,False,False,False,,True,True,,False,,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['massage_therapist', 'adoption', 'family_reunion', 'game_night', 'sports_team', 'conference_swag', 'book_club', 'business_meeting']"
1410,False,,True,False,False,,True,True,False,,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['hackday', 'sports_team', 'extracurricular_activities', 'business_meeting', 'game_night', 'massage_therapist', 'conference_swag', 'adoption']"
1411,True,,False,,False,False,False,False,,True,,True,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['business_meeting', 'family_reunion', 'extracurricular_activities', 'adoption', 'sports_team', 'hackday', 'negotiations', 'game_night']"
1412,True,False,False,False,,True,False,,,True,True,,,,,,,,,,,,,,accepted_invitation,4.0,False,"['adoption', 'game_night', 'conference_swag', 'spilled_milk', 'book_club', 'negotiations', 'family_reunion', 'business_meeting']"
1413,,,True,,,True,True,True,True,True,True,True,,,212.891689889,,,478.273090201,1578.206158842,516.585749236,550.873645853,295.163792689,466.913883068,605.434883678,accepted_invitation,8.0,True,"['game_night', 'family_reunion', 'massage_therapist', 'spilled_milk', 'sports_team', 'negotiations', 'hackday', 'business_meeting']"
1414,True,True,True,True,,,True,True,,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['hackday', 'business_meeting', 'book_club', 'conference_swag', 'negotiations', 'spilled_milk', 'adoption', 'game_night']"
1415,,True,True,True,False,True,,True,True,,,False,,194.707175175,103.644493098,59.744526563,119.710162773,928.800723193,,271.046512325,817.071400949,,,160.105277972,accepted_invitation,6.0,True,"['family_reunion', 'extracurricular_activities', 'business_meeting', 'hackday', 'massage_therapist', 'conference_swag', 'book_club', 'sports_team']"
1416,True,,True,,True,True,True,True,,True,True,,,,,,,,,,,,,,rejected_at_logic_evaluation,8.0,True,"['spilled_milk', 'business_meeting', 'adoption', 'family_reunion', 'hackday', 'negotiations', 'game_night', 'extracurricular_activities']"
1417,,True,,False,True,True,,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['conference_swag', 'book_club', 'massage_therapist', 'family_reunion', 'hackday', 'extracurricular_activities', 'sports_team', 'negotiations']"
1418,True,,,True,True,True,True,True,,,True,False,,,,,,,,,,,,,rejected_at_interview,7.0,True,"['family_reunion', 'game_night', 'sports_team', 'conference_swag', 'hackday', 'spilled_milk', 'extracurricular_activities', 'adoption']"
1419,True,,False,False,True,,True,False,,,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['extracurricular_activities', 'adoption', 'spilled_milk', 'conference_swag', 'sports_team', 'game_night', 'business_meeting', 'hackday']"
1420,True,False,,True,False,True,False,,,True,False,,,,,,,,,,,,,,rejected_at_interview,4.0,False,"['family_reunion', 'game_night', 'book_club', 'negotiations', 'spilled_milk', 'adoption', 'conference_swag', 'extracurricular_activities']"
1421,True,True,True,True,,True,False,,,,True,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['business_meeting', 'adoption', 'book_club', 'family_reunion', 'conference_swag', 'spilled_milk', 'game_night', 'sports_team']"
1422,True,False,False,,,False,True,,False,,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['book_club', 'business_meeting', 'spilled_milk', 'game_night', 'adoption', 'sports_team', 'family_reunion', 'massage_therapist']"
1423,True,True,,True,True,True,,True,True,True,,,,,,,,,,,,,,,rejected_at_interview,8.0,True,"['family_reunion', 'hackday', 'massage_therapist', 'conference_swag', 'book_club', 'extracurricular_activities', 'negotiations', 'adoption']"
1424,True,,,True,True,True,True,True,,True,,False,,,,,,,,,,,,,rejected_at_interview,7.0,True,"['sports_team', 'family_reunion', 'negotiations', 'hackday', 'conference_swag', 'game_night', 'extracurricular_activities', 'adoption']"
1425,,False,True,True,,True,True,True,,False,,False,,,,,,,,,,,,,accepted_invitation,5.0,True,"['conference_swag', 'business_meeting', 'family_reunion', 'hackday', 'game_night', 'book_club', 'sports_team', 'negotiations']"
1426,True,False,True,True,True,,True,,False,False,,,,,,,,,,,,,,,rejected_at_interview,5.0,True,"['adoption', 'business_meeting', 'extracurricular_activities', 'negotiations', 'conference_swag', 'book_club', 'massage_therapist', 'game_night']"
1427,,True,False,True,True,True,True,,,True,,False,,,,,,,,,,,,,rejected_at_interview,6.0,True,"['business_meeting', 'sports_team', 'extracurricular_activities', 'negotiations', 'family_reunion', 'book_club', 'game_night', 'conference_swag']"
1428,,False,,,,True,False,False,False,False,False,True,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['sports_team', 'game_night', 'hackday', 'family_reunion', 'spilled_milk', 'negotiations', 'book_club', 'massage_therapist']"
1429,,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,,rejected_at_logic_evaluation,8.0,True,"['family_reunion', 'game_night', 'business_meeting', 'negotiations', 'conference_swag', 'extracurricular_activities', 'hackday', 'book_club']"
1430,True,False,False,True,,True,,True,True,True,,,,,,,,,,,,,,,rejected_at_logic_evaluation,6.0,True,"['business_meeting', 'book_club', 'adoption', 'negotiations', 'massage_therapist', 'hackday', 'conference_swag', 'family_reunion']"
1431,,True,True,True,False,True,,,True,True,False,,,,,,,,,,,,,,rejected_at_logic_evaluation,6.0,True,"['extracurricular_activities', 'business_meeting', 'book_club', 'negotiations', 'family_reunion', 'massage_therapist', 'spilled_milk', 'conference_swag']"
1432,True,False,False,False,False,,False,True,,,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['book_club', 'spilled_milk', 'extracurricular_activities', 'hackday', 'conference_swag', 'adoption', 'game_night', 'business_meeting']"
1433,True,,True,,,False,True,True,False,True,,True,320.821845982,,434.72439156,,,441.39773946,522.372024562,280.563184362,9.028191051,6.194051616,,250.24837143,rejected_at_initial_evaluation,6.0,True,"['family_reunion', 'business_meeting', 'hackday', 'adoption', 'sports_team', 'game_night', 'massage_therapist', 'negotiations']"
1434,,False,True,,,True,,True,True,True,True,False,,,,,,,,,,,,,rejected_at_logic_evaluation,6.0,True,"['massage_therapist', 'spilled_milk', 'business_meeting', 'negotiations', 'sports_team', 'family_reunion', 'hackday', 'book_club']"
1435,,True,,False,False,True,True,,True,True,True,,,,,,,,,,,,,,accepted_invitation,6.0,True,"['massage_therapist', 'game_night', 'spilled_milk', 'book_club', 'negotiations', 'conference_swag', 'extracurricular_activities', 'family_reunion']"
1436,,True,True,True,,True,,True,True,,True,True,,,,,,,,,,,,,needs_to_schedule_interview,8.0,True,"['book_club', 'family_reunion', 'massage_therapist', 'conference_swag', 'business_meeting', 'sports_team', 'hackday', 'spilled_milk']"
1437,True,True,True,True,,,,True,True,True,,True,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['business_meeting', 'adoption', 'massage_therapist', 'negotiations', 'sports_team', 'hackday', 'book_club', 'conference_swag']"
1438,True,True,True,True,,,True,,True,True,,True,,,,,,,,,,,,,declined_invitation,8.0,True,"['game_night', 'negotiations', 'massage_therapist', 'adoption', 'book_club', 'sports_team', 'conference_swag', 'business_meeting']"
1439,True,,,True,True,True,,True,True,,True,True,,,,,,,,,,,,,rejected_at_interview,8.0,True,"['conference_swag', 'spilled_milk', 'family_reunion', 'hackday', 'massage_therapist', 'extracurricular_activities', 'sports_team', 'adoption']"
1440,True,,False,False,False,True,,,False,True,True,,,,,,,,,,,,,,rejected_at_initial_evaluation,4.0,False,"['massage_therapist', 'adoption', 'extracurricular_activities', 'family_reunion', 'conference_swag', 'negotiations', 'spilled_milk', 'business_meeting']"
1441,False,True,True,False,False,True,,,,,True,True,,,,,,,,,,,,,rejected_at_logic_evaluation,5.0,False,"['extracurricular_activities', 'adoption', 'conference_swag', 'sports_team', 'spilled_milk', 'business_meeting', 'book_club', 'family_reunion']"
1442,True,,,True,False,False,True,True,,True,False,,303.399006428,,,215.370938131,460.916759225,522.303471492,354.845319057,570.339294006,,620.421153698,203.078390236,,rejected_at_interview,5.0,True,"['game_night', 'hackday', 'adoption', 'conference_swag', 'extracurricular_activities', 'spilled_milk', 'family_reunion', 'negotiations']"
1443,True,True,True,False,True,,,True,True,True,,,,,,,,,,,,,,,rejected_at_logic_evaluation,7.0,True,"['extracurricular_activities', 'conference_swag', 'hackday', 'negotiations', 'massage_therapist', 'book_club', 'business_meeting', 'adoption']"
1444,True,True,,,False,True,True,True,,False,False,,373.80518616,338.862907481,,,203.133672733,876.877936493,1838.880526232,267.857447021,,400.382361824,545.896194314,,needs_interview_scores,5.0,True,"['adoption', 'spilled_milk', 'game_night', 'extracurricular_activities', 'negotiations', 'hackday', 'family_reunion', 'book_club']"
1445,,True,True,,True,True,,True,True,,True,True,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['business_meeting', 'spilled_milk', 'sports_team', 'hackday', 'family_reunion', 'book_club', 'massage_therapist', 'extracurricular_activities']"
1446,True,,True,,False,True,True,,,True,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['sports_team', 'spilled_milk', 'family_reunion', 'extracurricular_activities', 'adoption', 'game_night', 'business_meeting', 'negotiations']"
1447,,,True,True,True,,True,True,True,True,,False,,,,,,,,,,,,,rejected_at_interview,7.0,True,"['game_night', 'negotiations', 'extracurricular_activities', 'business_meeting', 'massage_therapist', 'hackday', 'sports_team', 'conference_swag']"
1448,,True,True,,,True,True,True,True,True,,False,,336.514306044,558.13909151,,,14405.535531932,2313.942137428,1170.283502413,1650.977017368,533.29217208,,777.681145193,accepted_invitation,7.0,True,"['massage_therapist', 'business_meeting', 'family_reunion', 'hackday', 'game_night', 'sports_team', 'book_club', 'negotiations']"
1449,False,True,False,True,,False,,False,,True,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['conference_swag', 'adoption', 'business_meeting', 'hackday', 'family_reunion', 'book_club', 'negotiations', 'spilled_milk']"
1450,True,True,True,True,True,True,,,True,,,True,148.809040531,260.15163553,215.969619601,82.772657219,239.798321426,404.885195698,,,305.618756573,,,111.148964186,rejected_at_interview,8.0,True,"['extracurricular_activities', 'adoption', 'massage_therapist', 'conference_swag', 'book_club', 'family_reunion', 'sports_team', 'business_meeting']"
1451,True,True,True,True,,True,,,,True,True,True,245.052269914,439.384579773,187.775337498,420.532825233,,783.006768436,,,,346.093457406,484.221900508,366.194323523,needs_invitation_response,8.0,True,"['family_reunion', 'business_meeting', 'negotiations', 'sports_team', 'adoption', 'spilled_milk', 'conference_swag', 'book_club']"
1452,,True,True,True,False,,True,,,True,True,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['conference_swag', 'negotiations', 'book_club', 'sports_team', 'extracurricular_activities', 'spilled_milk', 'business_meeting', 'game_night']"
1453,True,True,True,True,True,,,True,,True,True,,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['book_club', 'extracurricular_activities', 'negotiations', 'hackday', 'conference_swag', 'spilled_milk', 'adoption', 'business_meeting']"
1454,True,,True,True,True,True,True,,True,,True,,,,,,,,,,,,,,rejected_at_interview,8.0,True,"['business_meeting', 'adoption', 'spilled_milk', 'family_reunion', 'game_night', 'extracurricular_activities', 'massage_therapist', 'conference_swag']"
1455,,True,,,False,True,True,True,,True,False,True,,,,,,,,,,,,,accepted_invitation,6.0,True,"['book_club', 'spilled_milk', 'hackday', 'sports_team', 'negotiations', 'game_night', 'family_reunion', 'extracurricular_activities']"
1456,,True,,False,False,,True,True,,True,True,True,,507.570324184,,117.611304194,157.573893309,,1132.443420057,484.505225961,,353.354607978,1101.67262357,2713.104999525,rejected_at_logic_evaluation,6.0,True,"['conference_swag', 'book_club', 'spilled_milk', 'negotiations', 'extracurricular_activities', 'sports_team', 'game_night', 'hackday']"
1457,True,True,,,True,True,,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'adoption', 'extracurricular_activities', 'negotiations', 'sports_team', 'family_reunion', 'hackday', 'massage_therapist']"
1458,True,,True,True,True,,True,,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'game_night', 'spilled_milk', 'conference_swag', 'business_meeting', 'adoption', 'extracurricular_activities', 'massage_therapist']"
1459,True,True,,False,,True,True,True,False,,,False,,,,,,,,,,,,,accepted_invitation,5.0,True,"['family_reunion', 'sports_team', 'book_club', 'massage_therapist', 'adoption', 'conference_swag', 'game_night', 'hackday']"
1460,True,,False,False,True,,,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,6.0,True,"['sports_team', 'adoption', 'conference_swag', 'massage_therapist', 'negotiations', 'business_meeting', 'extracurricular_activities', 'hackday']"
1461,,True,,True,True,,True,,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['conference_swag', 'game_night', 'massage_therapist', 'book_club', 'extracurricular_activities', 'spilled_milk', 'negotiations', 'sports_team']"
1462,False,,,False,False,True,True,,,False,False,True,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['family_reunion', 'extracurricular_activities', 'adoption', 'negotiations', 'spilled_milk', 'sports_team', 'game_night', 'conference_swag']"
1463,,True,True,,True,,True,False,True,True,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'hackday', 'sports_team', 'negotiations', 'game_night', 'business_meeting', 'book_club', 'extracurricular_activities']"
1464,,True,False,,True,,True,,False,True,True,False,,413.119343448,166.916788593,,428.686482523,,610.646617118,,661.366893562,589.061207308,1018.371248873,268.419953289,rejected_at_logic_evaluation,5.0,False,"['business_meeting', 'extracurricular_activities', 'game_night', 'massage_therapist', 'sports_team', 'spilled_milk', 'book_club', 'negotiations']"
1465,True,False,True,,True,,True,,True,True,,True,,,,,,,,,,,,,needs_invitation_response,7.0,True,"['massage_therapist', 'negotiations', 'sports_team', 'book_club', 'business_meeting', 'extracurricular_activities', 'adoption', 'game_night']"
1466,,,True,,True,True,True,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['game_night', 'hackday', 'extracurricular_activities', 'family_reunion', 'negotiations', 'sports_team', 'massage_therapist', 'business_meeting']"
1467,True,True,True,,True,True,,True,,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['business_meeting', 'family_reunion', 'negotiations', 'sports_team', 'hackday', 'adoption', 'extracurricular_activities', 'book_club']"
1468,,False,True,,,True,,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['negotiations', 'family_reunion', 'business_meeting', 'hackday', 'sports_team', 'book_club', 'spilled_milk', 'massage_therapist']"
1469,True,True,True,True,,,True,,True,,False,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'massage_therapist', 'adoption', 'business_meeting', 'sports_team', 'conference_swag', 'spilled_milk', 'book_club']"
1470,False,False,,False,False,False,,False,True,,False,,,,,,,,,,,,,,pending,1.0,False,"['book_club', 'extracurricular_activities', 'family_reunion', 'hackday', 'conference_swag', 'adoption', 'massage_therapist', 'spilled_milk']"
1471,,,,,,,,,,,,,,,,,,,,,,,,,pending,0.0,False,"['negotiations', 'business_meeting', 'massage_therapist', 'game_night', 'extracurricular_activities', 'sports_team', 'book_club', 'spilled_milk']"
1472,True,True,False,,False,True,False,True,False,,,,,,,,,,,,,,,,accepted_invitation,4.0,False,"['extracurricular_activities', 'hackday', 'book_club', 'game_night', 'business_meeting', 'adoption', 'family_reunion', 'massage_therapist']"
1473,False,False,,False,,,True,True,False,False,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['negotiations', 'hackday', 'game_night', 'adoption', 'book_club', 'conference_swag', 'sports_team', 'massage_therapist']"
1474,True,True,True,,,True,True,True,True,True,,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['adoption', 'book_club', 'massage_therapist', 'family_reunion', 'business_meeting', 'game_night', 'hackday', 'negotiations']"
1475,False,True,True,True,,True,True,,,,True,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['book_club', 'conference_swag', 'game_night', 'adoption', 'sports_team', 'spilled_milk', 'family_reunion', 'business_meeting']"
1476,True,,False,False,,,,True,False,False,False,True,124.963875668,,88.615927955,61.405415,,,,171.582442166,143.789582016,182.608889933,62.931918972,87.814806306,rejected_at_initial_evaluation,3.0,False,"['negotiations', 'conference_swag', 'spilled_milk', 'adoption', 'business_meeting', 'massage_therapist', 'sports_team', 'hackday']"
1477,True,True,True,True,True,True,,True,,,False,,,,,,,,,,,,,,needs_invitation_response,7.0,True,"['adoption', 'extracurricular_activities', 'hackday', 'conference_swag', 'spilled_milk', 'book_club', 'family_reunion', 'business_meeting']"
1478,True,True,True,False,True,,True,,,True,True,,,,,,,,,,,,,,rejected_at_logic_evaluation,7.0,True,"['business_meeting', 'negotiations', 'book_club', 'adoption', 'extracurricular_activities', 'game_night', 'spilled_milk', 'conference_swag']"
1479,,False,False,,False,False,False,,False,,False,False,,73.848982981,35.098076117,,94.661652809,161.100820475,9.15680196,,13.329599209,,90.229710694,118.893360802,rejected_at_initial_evaluation,0.0,False,"['family_reunion', 'massage_therapist', 'business_meeting', 'sports_team', 'extracurricular_activities', 'spilled_milk', 'book_club', 'game_night']"
1480,,,True,,,True,True,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'spilled_milk', 'family_reunion', 'sports_team', 'business_meeting', 'hackday', 'negotiations', 'game_night']"
1481,True,True,True,,True,,,True,True,True,,True,,,,,,,,,,,,,declined_invitation,8.0,True,"['negotiations', 'business_meeting', 'book_club', 'extracurricular_activities', 'massage_therapist', 'hackday', 'adoption', 'sports_team']"
1482,True,True,True,,False,,True,,False,True,False,,,,,,,,,,,,,,accepted_invitation,5.0,True,"['massage_therapist', 'game_night', 'spilled_milk', 'extracurricular_activities', 'adoption', 'business_meeting', 'book_club', 'negotiations']"
1483,,,,,,,,False,,True,,,,,,,,,,6.951785283,,127.317782512,,,pending,1.0,False,"['hackday', 'negotiations', 'extracurricular_activities', 'conference_swag', 'business_meeting', 'game_night', 'book_club', 'family_reunion']"
1484,,,,,False,False,False,True,False,True,False,True,,,,,493.918582135,67.683891324,277381.440518105,617.076508386,517.231750463,513.552153553,303.322316851,162.779197893,rejected_at_initial_evaluation,3.0,False,"['game_night', 'massage_therapist', 'negotiations', 'extracurricular_activities', 'hackday', 'sports_team', 'spilled_milk', 'family_reunion']"
1485,False,True,,True,True,True,True,True,,,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['spilled_milk', 'extracurricular_activities', 'family_reunion', 'book_club', 'conference_swag', 'game_night', 'adoption', 'hackday']"
1486,True,True,,True,True,,True,True,False,,True,,203.899617616,225.571569651,,112.851539956,221.938725308,,735.404014895,258.244599186,269.907389123,,448.422206805,,needs_invitation_response,7.0,True,"['hackday', 'extracurricular_activities', 'adoption', 'game_night', 'massage_therapist', 'conference_swag', 'book_club', 'spilled_milk']"
1487,True,True,False,,,,True,True,,True,False,False,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['book_club', 'sports_team', 'spilled_milk', 'adoption', 'negotiations', 'business_meeting', 'game_night', 'hackday']"
1488,True,True,True,,True,True,True,,,True,,True,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['book_club', 'family_reunion', 'extracurricular_activities', 'negotiations', 'sports_team', 'adoption', 'game_night', 'business_meeting']"
1489,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['spilled_milk', 'negotiations', 'family_reunion', 'massage_therapist', 'game_night', 'extracurricular_activities', 'hackday', 'conference_swag']"
1490,True,False,,True,True,True,True,,,False,,False,,,,,,,,,,,,,declined_invitation,5.0,True,"['game_night', 'negotiations', 'adoption', 'extracurricular_activities', 'conference_swag', 'family_reunion', 'book_club', 'sports_team']"
1491,True,True,,,,True,True,True,True,True,,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'adoption', 'sports_team', 'game_night', 'negotiations', 'book_club', 'family_reunion', 'hackday']"
1492,False,False,False,False,,False,,False,,,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,0.0,False,"['book_club', 'sports_team', 'family_reunion', 'business_meeting', 'conference_swag', 'spilled_milk', 'hackday', 'adoption']"
1493,True,False,,False,False,,False,False,,,True,False,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['game_night', 'sports_team', 'adoption', 'spilled_milk', 'extracurricular_activities', 'conference_swag', 'book_club', 'hackday']"
1494,True,,True,True,,,True,True,,True,True,True,,,,,,,,,,,,,rejected_at_interview,8.0,True,"['spilled_milk', 'game_night', 'conference_swag', 'adoption', 'business_meeting', 'hackday', 'negotiations', 'sports_team']"
1495,,True,,True,,,True,False,True,True,True,True,,,,,,,,,,,,,rejected_at_interview,7.0,True,"['game_night', 'negotiations', 'spilled_milk', 'massage_therapist', 'sports_team', 'book_club', 'conference_swag', 'hackday']"
1496,True,True,,False,,True,True,True,True,True,,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['negotiations', 'massage_therapist', 'adoption', 'hackday', 'book_club', 'family_reunion', 'conference_swag', 'game_night']"
1497,True,,True,True,True,True,,True,,True,,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['sports_team', 'negotiations', 'business_meeting', 'adoption', 'hackday', 'conference_swag', 'family_reunion', 'extracurricular_activities']"
1498,False,,True,True,True,,False,True,,True,True,,,,,,,,,,,,,,accepted_invitation,6.0,True,"['business_meeting', 'hackday', 'extracurricular_activities', 'conference_swag', 'negotiations', 'spilled_milk', 'game_night', 'adoption']"
1499,True,True,True,,,True,,,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'sports_team', 'adoption', 'book_club', 'family_reunion', 'spilled_milk', 'negotiations', 'business_meeting']"
